date,ticker,open,high,low,close,adjclose,volume
2022-06-28,AAPL,417.96,429.17,408.07,412.14,409.04,3236402
2022-06-29,AAPL,428.16,428.59,420.84,432.65,439.17,4078735
2022-06-30,AAPL,441.91,443.38,430.69,435.33,433.54,8175658
2022-07-01,AAPL,426.44,429.38,417.2,430.2,432.63,7245536
2022-07-04,AAPL,428.27,431.5,423.82,422.81,429.72,6250526
2022-07-05,AAPL,424.02,429.9,411.97,418.14,419.58,5552998
2022-07-06,AAPL,428.74,428.98,417.53,436.16,437.29,7269857
2022-07-07,AAPL,446.86,456.34,444.81,448.22,450.14,4817176
2022-07-08,AAPL,457.43,470.25,444.72,456.53,449.46,9863570
2022-07-11,AAPL,472.93,474.7,459.86,479.92,480.29,6321478
2022-07-12,AAPL,468.15,468.92,463.44,473.82,464.43,4001492
2022-07-13,AAPL,463.38,470.85,450.6,460.54,457.72,7637511
2022-07-14,AAPL,461.17,464.28,454.91,454.54,448.66,5485309
2022-07-15,AAPL,457.43,469.98,452.46,458.9,461.33,1117850
2022-07-18,AAPL,464.91,467.39,451.51,458.38,456.81,1768147
2022-07-19,AAPL,488.01,495.36,479.29,479.56,484.36,2889150
2022-07-20,AAPL,507.44,510.56,504.53,498.03,497.47,6083570
2022-07-21,AAPL,485.4,496.69,478.8,485.87,484.72,4606867
2022-07-22,AAPL,488.29,490.57,485.63,495.36,504.2,4359783
2022-07-25,AAPL,477.1,486.32,471.25,468.04,461.6,7443750
2022-07-26,AAPL,484.68,485.08,481.45,479.47,482.77,1177394
2022-07-27,AAPL,465.49,476.66,463.0,468.34,463.43,1894972
2022-07-28,AAPL,453.54,463.37,441.9,459.53,457.64,7012766
2022-07-29,AAPL,440.16,444.03,428.32,431.58,424.43,2870976
2022-08-01,AAPL,419.32,421.6,411.98,418.0,424.57,8356992
2022-08-02,AAPL,412.69,415.9,407.98,414.18,410.33,6617340
2022-08-03,AAPL,408.95,415.72,403.6,405.59,412.86,7872452
2022-08-04,AAPL,394.23,404.5,388.46,400.45,405.25,4826921
2022-08-05,AAPL,375.4,378.43,369.3,377.41,373.75,2254204
2022-08-08,AAPL,387.98,399.44,381.86,382.88,379.4,1165516
2022-08-09,AAPL,404.05,405.48,397.06,400.4,401.27,6862783
2022-08-10,AAPL,417.37,419.96,417.24,411.31,417.89,8865010
2022-08-11,AAPL,421.44,429.03,413.03,415.97,422.86,4768934
2022-08-12,AAPL,416.52,423.0,415.93,410.96,414.87,1745188
2022-08-15,AAPL,420.81,423.91,415.9,417.26,414.85,7471413
2022-08-16,AAPL,412.27,419.28,406.39,414.97,422.22,7593148
2022-08-17,AAPL,400.52,400.9,397.37,402.05,394.83,5467296
2022-08-18,AAPL,404.4,408.46,395.05,398.04,391.27,7553698
2022-08-19,AAPL,404.22,412.57,398.95,400.12,405.23,8194742
2022-08-22,AAPL,412.09,415.45,404.79,409.8,403.1,9255822
2022-08-23,AAPL,397.12,408.44,391.81,392.12,392.78,8856512
2022-08-24,AAPL,406.34,416.18,398.31,409.47,415.19,3247012
2022-08-25,AAPL,405.91,408.61,393.89,413.12,405.51,7350176
2022-08-26,AAPL,423.18,425.47,415.97,430.21,422.19,7276782
2022-08-29,AAPL,414.6,426.1,402.52,421.97,421.53,8758383
2022-08-30,AAPL,428.89,432.99,418.22,420.94,422.56,3070079
2022-08-31,AAPL,412.61,413.56,403.99,409.97,413.66,1588207
2022-09-01,AAPL,404.99,411.55,395.38,402.05,404.08,8973799
2022-09-02,AAPL,409.68,412.55,409.38,415.75,407.79,8872315
2022-09-05,AAPL,410.87,422.44,401.02,419.05,416.55,7904694
2022-09-06,AAPL,406.84,412.7,399.18,412.92,420.92,7914460
2022-09-07,AAPL,403.49,408.59,394.57,399.28,393.06,4191599
2022-09-08,AAPL,394.91,398.42,392.14,387.68,380.2,9889501
2022-09-09,AAPL,392.06,396.58,384.06,387.64,394.62,8077105
2022-09-12,AAPL,375.96,380.67,366.04,382.65,382.15,6520702
2022-09-13,AAPL,363.44,374.25,360.92,369.88,372.09,6469631
2022-09-14,AAPL,363.9,366.42,361.98,359.83,355.32,8016260
2022-09-15,AAPL,358.45,359.07,348.03,363.95,370.18,9954170
2022-09-16,AAPL,346.76,350.88,338.87,349.48,344.64,8342498
2022-09-19,AAPL,337.2,339.47,331.77,338.46,339.54,1823381
2022-09-20,AAPL,349.93,352.72,348.57,355.37,361.85,8759148
2022-09-21,AAPL,360.76,367.85,354.8,354.8,353.5,4354196
2022-09-22,AAPL,352.1,359.74,346.86,346.2,342.32,7149328
2022-09-23,AAPL,337.17,345.78,332.16,336.91,338.16,8422128
2022-09-26,AAPL,332.04,338.79,326.4,328.95,333.93,8176834
2022-09-27,AAPL,337.3,345.91,328.53,340.11,344.7,7277243
2022-09-28,AAPL,343.38,349.75,335.62,338.69,343.85,8846591
2022-09-29,AAPL,327.21,335.32,325.95,325.05,328.22,2446839
2022-09-30,AAPL,337.62,346.05,332.48,330.95,328.13,6552342
2022-10-03,AAPL,353.86,360.57,351.1,355.76,356.33,8018608
2022-10-04,AAPL,339.96,347.72,334.44,346.25,344.06,6693597
2022-10-05,AAPL,354.64,355.73,344.67,357.31,351.13,3708672
2022-10-06,AAPL,362.03,362.76,355.7,359.79,361.53,1411678
2022-10-07,AAPL,375.48,386.44,364.56,379.23,373.61,7824368
2022-10-10,AAPL,357.63,357.86,354.15,357.46,361.33,7149658
2022-10-11,AAPL,355.69,358.61,345.05,354.64,353.95,2472614
2022-10-12,AAPL,366.18,373.8,363.75,360.06,362.66,6890600
2022-10-13,AAPL,357.87,368.08,356.25,356.91,363.24,4777545
2022-10-14,AAPL,362.83,367.16,359.85,369.86,368.51,9046892
2022-10-17,AAPL,353.03,355.29,352.7,355.17,353.31,8779224
2022-10-18,AAPL,352.09,362.31,350.13,357.28,361.23,7938296
2022-10-19,AAPL,364.23,372.54,357.38,358.85,352.14,9287630
2022-10-20,AAPL,368.48,377.28,363.15,362.83,357.4,7170087
2022-10-21,AAPL,365.91,368.11,360.51,359.53,360.71,3420940
2022-10-24,AAPL,376.8,380.3,371.65,369.43,363.12,4532442
2022-10-25,AAPL,376.04,382.81,372.75,378.97,384.43,8018658
2022-10-26,AAPL,358.73,363.9,357.6,355.03,361.94,2282459
2022-10-27,AAPL,358.69,365.34,351.13,359.54,352.49,3938151
2022-10-28,AAPL,359.32,360.27,355.54,352.61,346.67,4572309
2022-10-31,AAPL,346.13,352.02,338.97,350.29,346.09,2507343
2022-11-01,AAPL,332.44,338.79,325.39,326.21,331.9,1467741
2022-11-02,AAPL,333.81,340.91,325.09,336.67,340.73,4055051
2022-11-03,AAPL,344.32,345.15,335.08,344.98,349.35,5070864
2022-11-04,AAPL,349.26,354.78,341.6,343.42,337.38,3223929
2022-11-07,AAPL,337.37,346.2,335.15,343.8,341.55,2639061
2022-11-08,AAPL,347.15,354.01,341.96,347.92,350.97,3056092
2022-11-09,AAPL,364.38,375.03,357.27,360.0,362.59,1649785
2022-11-10,AAPL,347.28,349.96,342.46,352.39,355.59,7684358
2022-11-11,AAPL,344.69,348.26,340.85,351.41,344.95,8803283
2022-11-14,AAPL,347.4,351.97,339.84,347.21,352.4,9106316
2022-11-15,AAPL,344.68,347.54,338.55,350.37,346.31,6606699
2022-11-16,AAPL,349.21,356.9,347.84,352.23,357.99,2617147
2022-11-17,AAPL,340.05,349.96,338.2,344.87,344.76,3225079
2022-11-18,AAPL,352.66,357.37,347.21,350.67,351.97,2471714
2022-11-21,AAPL,348.82,358.96,346.11,351.0,348.55,7961258
2022-11-22,AAPL,335.94,345.71,331.37,332.39,326.72,2527821
2022-11-23,AAPL,336.6,340.01,328.23,335.67,332.3,6554304
2022-11-24,AAPL,343.56,345.29,341.84,337.2,340.39,6974240
2022-11-25,AAPL,342.69,351.37,334.41,343.86,348.93,2852570
2022-11-28,AAPL,329.39,332.06,328.83,329.8,335.56,1354091
2022-11-29,AAPL,316.95,321.25,308.07,314.62,314.71,1374155
2022-11-30,AAPL,305.8,314.85,296.95,299.74,305.16,6752079
2022-12-01,AAPL,317.05,321.38,312.15,316.91,319.03,2256861
2022-12-02,AAPL,302.15,304.94,295.76,298.55,300.62,9729208
2022-12-05,AAPL,289.88,295.73,286.02,294.15,290.35,7233633
2022-12-06,AAPL,299.68,308.17,293.54,299.65,301.06,8820144
2022-12-07,AAPL,301.8,302.07,293.37,304.08,306.23,2941076
2022-12-08,AAPL,306.59,310.21,300.6,301.77,303.67,9994723
2022-12-09,AAPL,292.74,301.32,289.17,297.08,300.44,6103146
2022-12-12,AAPL,299.72,307.62,296.09,297.65,299.64,8270613
2022-12-13,AAPL,307.58,314.94,303.56,311.49,306.76,5900401
2022-12-14,AAPL,292.38,295.23,289.17,291.17,293.44,4497022
2022-12-15,AAPL,290.88,292.95,287.62,287.71,282.79,6431037
2022-12-16,AAPL,295.77,301.27,291.66,294.35,298.63,5671736
2022-12-19,AAPL,295.16,295.38,292.13,293.74,292.55,6221551
2022-12-20,AAPL,296.15,301.55,289.35,299.86,302.47,9599713
2022-12-21,AAPL,281.88,283.54,281.82,283.54,288.06,3191340
2022-12-22,AAPL,293.92,294.45,285.68,292.17,287.52,5372845
2022-12-23,AAPL,286.77,289.22,284.13,290.25,290.7,3801769
2022-12-26,AAPL,289.93,296.16,287.56,288.93,284.56,2630344
2022-12-27,AAPL,295.18,296.79,290.53,297.65,292.97,6105809
2022-12-28,AAPL,288.0,296.32,283.82,291.52,292.11,1390712
2022-12-29,AAPL,291.83,300.16,286.57,295.56,300.1,3052717
2022-12-30,AAPL,283.43,288.63,279.94,287.28,291.88,4180792
2023-01-02,AAPL,275.97,282.43,273.7,279.53,278.68,7007949
2023-01-03,AAPL,264.81,269.77,261.22,265.73,262.2,7631863
2023-01-04,AAPL,274.42,276.2,273.63,269.19,270.72,6463846
2023-01-05,AAPL,275.7,277.62,272.47,276.74,276.7,9890069
2023-01-06,AAPL,265.68,271.22,262.45,264.91,267.22,7231925
2023-01-09,AAPL,278.73,279.8,277.86,281.23,282.11,3467445
2023-01-10,AAPL,267.0,267.69,259.84,263.71,261.85,3039907
2023-01-11,AAPL,263.13,263.68,259.04,258.58,261.69,3103408
2023-01-12,AAPL,264.19,271.16,259.03,264.53,262.67,3997017
2023-01-13,AAPL,268.66,276.68,263.33,269.28,271.77,5186850
2023-01-16,AAPL,256.85,261.18,249.47,253.51,255.44,2808403
2023-01-17,AAPL,257.77,258.51,254.28,260.41,258.82,6984205
2023-01-18,AAPL,265.38,272.76,263.51,264.31,260.64,9932351
2023-01-19,AAPL,276.71,281.2,269.72,276.95,278.31,1802119
2023-01-20,AAPL,283.78,284.86,276.74,286.98,289.37,1325443
2023-01-23,AAPL,278.19,280.39,275.18,273.6,278.38,5984220
2023-01-24,AAPL,272.78,276.03,269.12,273.88,274.05,9274527
2023-01-25,AAPL,272.7,280.81,265.73,269.52,274.16,2047297
2023-01-26,AAPL,281.35,284.57,273.94,285.5,288.99,8110273
2023-01-27,AAPL,275.86,276.53,272.52,272.26,274.38,4114897
2023-01-30,AAPL,288.98,294.54,281.85,284.73,288.85,9304814
2023-01-31,AAPL,288.6,293.85,281.98,284.85,284.88,4587967
2023-02-01,AAPL,278.4,281.47,277.83,273.12,269.13,9668036
2023-02-02,AAPL,279.78,287.88,276.15,277.67,277.74,4955605
2023-02-03,AAPL,268.75,273.91,267.0,270.03,271.65,2368223
2023-02-06,AAPL,256.96,262.98,253.41,252.42,257.41,1520025
2023-02-07,AAPL,261.97,269.7,260.09,258.22,254.31,3729476
2023-02-08,AAPL,251.52,256.74,251.05,251.61,256.61,8325732
2023-02-09,AAPL,254.42,256.75,249.65,254.69,253.94,2176393
2023-02-10,AAPL,264.25,267.82,262.71,262.85,261.95,8447841
2023-02-13,AAPL,270.42,276.67,270.33,269.52,269.32,1172730
2023-02-14,AAPL,263.93,269.95,262.84,264.3,261.29,1109086
2023-02-15,AAPL,257.1,264.63,250.92,261.82,261.7,1987625
2023-02-16,AAPL,258.33,261.85,251.79,254.18,254.06,2350437
2023-02-17,AAPL,253.8,259.42,250.18,252.54,251.48,5135020
2023-02-20,AAPL,261.04,268.02,253.55,264.03,262.08,7193212
2023-02-21,AAPL,259.41,261.39,252.86,254.62,258.71,5153297
2023-02-22,AAPL,262.97,268.17,255.9,264.4,265.61,1599868
2023-02-23,AAPL,263.45,264.64,257.62,263.58,265.48,1375056
2023-02-24,AAPL,252.51,257.94,251.97,248.18,243.34,9608512
2023-02-27,AAPL,258.51,261.25,256.21,256.96,259.78,6952335
2023-02-28,AAPL,250.37,251.68,249.63,251.98,254.64,3385417
2023-03-01,AAPL,238.38,238.96,231.46,236.43,238.97,6621972
2023-03-02,AAPL,235.56,237.02,234.7,236.65,239.25,6795138
2023-03-03,AAPL,236.28,236.57,229.41,239.1,237.12,9819732
2023-03-06,AAPL,238.68,242.85,233.33,241.66,243.17,2152861
2023-03-07,AAPL,234.82,241.36,233.24,233.62,232.99,4954644
2023-03-08,AAPL,237.48,244.19,235.76,233.88,231.05,8982324
2023-03-09,AAPL,240.94,243.0,235.04,244.42,247.81,9270338
2023-03-10,AAPL,234.97,240.29,231.72,238.18,240.36,7988027
2023-03-13,AAPL,238.64,239.91,234.74,243.26,247.52,1388563
2023-03-14,AAPL,230.64,231.55,225.62,233.57,230.89,5552674
2023-03-15,AAPL,238.5,243.74,234.62,239.36,239.44,3677936
2023-03-16,AAPL,240.05,245.01,233.76,241.36,243.88,2440644
2023-03-17,AAPL,239.13,239.19,237.36,241.29,246.04,1892602
2023-03-20,AAPL,236.77,242.45,235.32,237.29,239.5,6543869
2023-03-21,AAPL,229.38,231.83,223.99,229.88,225.33,7848916
2023-03-22,AAPL,218.72,223.62,217.4,222.73,221.55,3942384
2023-03-23,AAPL,211.04,212.98,205.49,215.23,214.1,5037495
2023-03-24,AAPL,215.73,221.47,211.89,214.79,214.04,7260563
2023-03-27,AAPL,205.01,208.82,202.83,207.43,204.05,6293820
2023-03-28,AAPL,204.62,208.57,204.23,205.28,205.78,6045940
2023-03-29,AAPL,206.74,210.94,201.75,204.84,207.5,5484301
2023-03-30,AAPL,198.0,198.35,196.01,200.25,201.92,8097534
2023-03-31,AAPL,198.34,200.96,197.46,196.98,196.46,1797403
2023-04-03,AAPL,192.8,196.26,188.54,196.64,200.05,6783086
2023-04-04,AAPL,191.28,194.93,186.77,188.36,187.68,8558220
2023-04-05,AAPL,189.06,192.3,185.72,186.67,185.64,4010601
2023-04-06,AAPL,180.1,180.23,175.61,178.47,178.59,3688530
2023-04-07,AAPL,188.04,189.5,185.61,190.84,193.45,2674912
2023-04-10,AAPL,193.73,196.39,190.92,190.89,187.68,7551453
2023-04-11,AAPL,193.66,196.2,189.42,195.72,193.05,6492026
2023-04-12,AAPL,186.6,190.8,182.92,190.01,186.73,1513492
2023-04-13,AAPL,182.53,183.97,181.18,185.5,183.64,3447547
2023-04-14,AAPL,187.27,189.79,182.9,184.01,183.92,1302522
2023-04-17,AAPL,179.08,183.95,178.33,179.31,178.67,4126089
2023-04-18,AAPL,186.24,186.36,182.53,189.69,190.15,9431402
2023-04-19,AAPL,177.9,180.13,176.51,179.54,183.0,3308770
2023-04-20,AAPL,180.64,181.72,177.58,180.38,183.79,6476745
2023-04-21,AAPL,177.92,178.53,177.12,175.97,174.22,8655544
2023-04-24,AAPL,179.01,181.82,178.4,181.59,183.21,1609015
2023-04-25,AAPL,182.73,185.71,182.29,182.43,182.32,2491970
2023-04-26,AAPL,190.88,195.74,187.05,190.59,189.92,6858761
2023-04-27,AAPL,191.74,192.1,188.8,194.09,193.78,1467609
2023-04-28,AAPL,197.23,198.43,195.7,194.59,193.27,7810763
2023-05-01,AAPL,197.62,198.83,192.41,200.62,203.59,3149165
2023-05-02,AAPL,196.65,202.46,192.1,192.93,189.58,5175382
2023-05-03,AAPL,204.7,208.01,201.64,201.47,202.73,8398928
2023-05-04,AAPL,202.25,206.96,196.4,199.86,200.04,3584241
2023-05-05,AAPL,208.18,211.78,204.21,210.66,209.78,9235810
2023-05-08,AAPL,208.86,209.85,204.5,211.31,209.76,8714613
2023-05-09,AAPL,217.35,219.15,210.93,214.22,211.67,2658023
2023-05-10,AAPL,225.91,230.34,224.88,225.37,226.41,1751176
2023-05-11,AAPL,234.55,240.2,230.99,238.93,238.14,9856992
2023-05-12,AAPL,238.49,243.03,237.3,242.13,241.43,2460100
2023-05-15,AAPL,226.86,230.67,223.27,228.85,232.43,1714659
2023-05-16,AAPL,232.11,233.42,226.14,235.08,235.46,7392185
2023-05-17,AAPL,227.81,231.03,222.19,227.43,226.14,5447912
2023-05-18,AAPL,235.28,237.65,234.06,237.28,240.37,1905737
2023-05-19,AAPL,229.16,230.14,226.77,228.71,230.98,6860328
2023-05-22,AAPL,231.93,234.39,226.08,231.67,236.11,6707279
2023-05-23,AAPL,223.27,227.79,221.09,224.93,221.06,2573932
2023-05-24,AAPL,231.21,232.78,225.4,229.17,230.48,7247355
2023-05-25,AAPL,231.5,233.62,230.02,227.18,225.4,6878465
2023-05-26,AAPL,241.65,247.96,236.09,244.44,246.05,3342581
2023-05-29,AAPL,251.49,256.55,247.26,247.57,247.05,5143224
2023-05-30,AAPL,260.66,264.93,257.68,265.63,261.49,4802935
2023-05-31,AAPL,248.72,254.24,241.87,246.53,250.06,3629964
2023-06-01,AAPL,258.93,264.79,252.68,253.94,258.64,7540038
2023-06-02,AAPL,253.88,260.2,251.74,257.66,253.67,7333173
2023-06-05,AAPL,254.91,255.65,253.06,249.94,249.63,3711387
2023-06-06,AAPL,257.42,259.72,255.1,259.92,255.23,9126054
2023-06-07,AAPL,266.49,271.83,261.75,270.67,267.26,1710722
2023-06-08,AAPL,259.55,265.73,259.28,260.41,265.57,8701264
2023-06-09,AAPL,260.1,260.6,253.62,261.13,257.11,1844715
2023-06-12,AAPL,270.76,276.19,264.02,274.86,275.65,5657017
2023-06-13,AAPL,268.87,271.43,265.37,271.82,272.93,9032709
2023-06-14,AAPL,267.35,272.22,262.29,268.33,270.51,3136901
2023-06-15,AAPL,267.68,268.52,264.59,267.55,269.18,9554779
2023-06-16,AAPL,270.38,276.41,266.27,271.83,267.16,3289524
2023-06-19,AAPL,266.64,270.42,266.28,262.8,260.46,9743794
2023-06-20,AAPL,262.14,265.93,260.6,263.31,261.0,2862933
2023-06-21,AAPL,262.58,262.62,262.52,259.63,254.82,1972231
2023-06-22,AAPL,258.35,264.57,253.91,258.48,256.34,9385783
2023-06-23,AAPL,255.69,256.35,250.95,251.74,250.18,5566707
2023-06-26,AAPL,265.25,269.18,259.67,270.48,266.5,3472583
2023-06-27,AAPL,262.46,265.78,259.22,266.74,269.02,6471146
